,Vehicle,engine_type,engine_config,cylinders,displacement,hp,tq
23580,2016 Nissan 370Z Specs: 2-Door Coupe Automatic Sport,v6,v,6,3.7,332,270
23581,2016 Nissan 370Z Specs: 2-Door Coupe Automatic NISMO Tech,v6,v,6,3.7,350,276
23582,2016 Nissan 370Z Specs: 2-Door Coupe Automatic NISMO,v6,v,6,3.7,350,276
23583,2015 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23584,2015 Nissan 370Z Specs: 2-Door Roadster Manual Touring Sport,v6,v,6,3.7,332,270
23585,2015 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23586,2015 Nissan 370Z Specs: 2-Door Roadster Automatic Touring Sport,v6,v,6,3.7,332,270
23587,2015 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23588,2015 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23589,2015 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23590,2015 Nissan 370Z Specs: 2-Door Coupe Manual Sport Tech,v6,v,6,3.7,332,270
23591,2015 Nissan 370Z Specs: 2-Door Coupe Manual Sport,v6,v,6,3.7,332,270
23592,2015 Nissan 370Z Specs: 2-Door Coupe Manual NISMO Tech,v6,v,6,3.7,350,276
23593,2015 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23594,2015 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23595,2015 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23596,2015 Nissan 370Z Specs: 2-Door Coupe Automatic Sport Tech,v6,v,6,3.7,332,270
23597,2015 Nissan 370Z Specs: 2-Door Coupe Automatic Sport,v6,v,6,3.7,332,270
23598,2015 Nissan 370Z Specs: 2-Door Coupe Automatic NISMO Tech,v6,v,6,3.7,350,276
23599,2015 Nissan 370Z Specs: 2-Door Coupe Automatic NISMO,v6,v,6,3.7,350,276
23600,2014 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23601,2014 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23602,2014 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23603,2014 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23604,2014 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23605,2014 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23606,2014 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23607,2014 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23608,2013 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23609,2013 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23610,2013 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23611,2013 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23612,2013 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23613,2013 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23614,2013 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23615,2013 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23616,2012 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23617,2012 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23618,2012 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23619,2012 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23620,2012 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23621,2012 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23622,2012 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23623,2012 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23624,2011 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23625,2011 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23626,2011 Nissan 370Z Specs: 2-Door Roadster Manual,v6,v,6,3.7,332,270
23627,2011 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23628,2011 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23629,2011 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23630,2011 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23631,2011 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23632,2011 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23633,2010 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23634,2010 Nissan 370Z Specs: 2-Door Roadster Manual Touring,v6,v,6,3.7,332,270
23635,2010 Nissan 370Z Specs: 2-Door Roadster Manual,v6,v,6,3.7,332,270
23636,2010 Nissan 370Z Specs: 2-Door Roadster Automatic Touring,v6,v,6,3.7,332,270
23637,2010 Nissan 370Z Specs: 2-Door Roadster Automatic,v6,v,6,3.7,332,270
23638,2010 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23639,2010 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23640,2010 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23641,2010 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23642,2009 Nissan 370Z Specs: 2-Door Coupe Automatic,v6,v,6,3.7,332,270
23643,2009 Nissan 370Z Specs: 2-Door Coupe Manual Touring,v6,v,6,3.7,332,270
23644,2009 Nissan 370Z Specs: 2-Door Coupe Manual NISMO,v6,v,6,3.7,350,276
23645,2009 Nissan 370Z Specs: 2-Door Coupe Manual,v6,v,6,3.7,332,270
23646,2009 Nissan 370Z Specs: 2-Door Coupe Automatic Touring,v6,v,6,3.7,332,270
23647,2019 Nissan Versa Specs: S CVT,i4,i,4,1.6,109,107
23648,2019 Nissan Versa Specs: S Manual,i4,i,4,1.6,109,107
23649,2019 Nissan Versa Specs: SV CVT,i4,i,4,1.6,109,107
23650,2019 Nissan Versa Specs: SR CVT,i4,i,4,1.6,109,107
23651,2019 Nissan Versa Specs: S Plus CVT,i4,i,4,1.6,109,107
23652,2018 Nissan Versa Specs: 2018.5 S Plus CVT,i4,i,4,1.6,109,107
23653,2018 Nissan Versa Specs: S Manual,i4,i,4,1.6,109,107
23654,2018 Nissan Versa Specs: SV CVT,i4,i,4,1.6,109,107
23655,2018 Nissan Versa Specs: SR CVT,i4,i,4,1.6,109,107
23656,2018 Nissan Versa Specs: S Plus CVT,i4,i,4,1.6,109,107
23657,2018 Nissan Versa Specs: S CVT,i4,i,4,1.6,109,107
23658,2018 Nissan Versa Specs: 2018.5 S Manual,i4,i,4,1.6,109,107
23659,2018 Nissan Versa Specs: 2018.5 SV CVT,i4,i,4,1.6,109,107
23660,2016 Nissan Versa Specs: 4-Door Sedan Automatic 1.6 S,i4,i,4,1.6,109,107
23661,2016 Nissan Versa Specs: 5-Door HB Manual 1.6 S,i4,i,4,1.6,109,107
23662,2016 Nissan Versa Specs: 5-Door HB CVT 1.6 SV,i4,i,4,1.6,109,107
23663,2016 Nissan Versa Specs: 5-Door HB CVT 1.6 SR,i4,i,4,1.6,109,107
23664,2016 Nissan Versa Specs: 5-Door HB CVT 1.6 SL,i4,i,4,1.6,109,107
23665,2016 Nissan Versa Specs: 5-Door HB CVT 1.6 S Plus,i4,i,4,1.6,109,107
23666,2016 Nissan Versa Specs: 4-Door Sedan Manual 1.6 S,i4,i,4,1.6,109,107
23667,2016 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SV,i4,i,4,1.6,109,107
23668,2016 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SL,i4,i,4,1.6,109,107
23669,2016 Nissan Versa Specs: 4-Door Sedan CVT 1.6 S Plus,i4,i,4,1.6,109,107
23670,2015 Nissan Versa Specs: 4-Door Sedan Automatic 1.6 S,i4,i,4,1.6,109,107
23671,2015 Nissan Versa Specs: 5-Door HB Manual 1.6 S,i4,i,4,1.6,109,107
23672,2015 Nissan Versa Specs: 5-Door HB CVT 1.6 SV,i4,i,4,1.6,109,107
23673,2015 Nissan Versa Specs: 5-Door HB CVT 1.6 SR,i4,i,4,1.6,109,107
23674,2015 Nissan Versa Specs: 5-Door HB CVT 1.6 SL,i4,i,4,1.6,109,107
23675,2015 Nissan Versa Specs: 5-Door HB CVT 1.6 S Plus,i4,i,4,1.6,109,107
23676,2015 Nissan Versa Specs: 4-Door Sedan Manual 1.6 S,i4,i,4,1.6,109,107
23677,2015 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SV,i4,i,4,1.6,109,107
23678,2015 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SL,i4,i,4,1.6,109,107
23679,2015 Nissan Versa Specs: 4-Door Sedan CVT 1.6 S Plus,i4,i,4,1.6,109,107
23680,2014 Nissan Versa Specs: 4-Door Sedan Automatic 1.6 S,i4,i,4,1.6,109,107
23681,2014 Nissan Versa Specs: 5-Door HB Manual 1.6 S,i4,i,4,1.6,109,107
23682,2014 Nissan Versa Specs: 5-Door HB CVT 1.6 SV,i4,i,4,1.6,109,107
23683,2014 Nissan Versa Specs: 5-Door HB CVT 1.6 S Plus,i4,i,4,1.6,109,107
23684,2014 Nissan Versa Specs: 4-Door Sedan Manual 1.6 S,i4,i,4,1.6,109,107
23685,2014 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SV,i4,i,4,1.6,109,107
23686,2014 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SL,i4,i,4,1.6,109,107
23687,2014 Nissan Versa Specs: 4-Door Sedan CVT 1.6 S Plus,i4,i,4,1.6,109,107
23688,2013 Nissan Versa Specs: 4-Door Sedan Automatic 1.6 S,i4,i,4,1.6,109,107
23689,2013 Nissan Versa Specs: 4-Door Sedan Manual 1.6 S,i4,i,4,1.6,109,107
23690,2013 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SV,i4,i,4,1.6,109,107
23691,2013 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SL,i4,i,4,1.6,109,107
23692,2013 Nissan Versa Specs: 4-Door Sedan CVT 1.6 S Plus,i4,i,4,1.6,109,107
23693,2012 Nissan Versa Specs: 4-Door Sedan CVT 1.6 S,i4,i,4,1.6,109,107
23694,2012 Nissan Versa Specs: 5-Door HB Manual 1.8 S,i4,i,4,1.8,122,127
23695,2012 Nissan Versa Specs: 5-Door HB CVT 1.8 SL,i4,i,4,1.8,122,127
23696,2012 Nissan Versa Specs: 5-Door HB Automatic 1.8 S,i4,i,4,1.8,122,127
23697,2012 Nissan Versa Specs: 4-Door Sedan Manual 1.6 S,i4,i,4,1.6,109,107
23698,2012 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SV,i4,i,4,1.6,109,107
23699,2012 Nissan Versa Specs: 4-Door Sedan CVT 1.6 SL,i4,i,4,1.6,109,107
23700,2011 Nissan Versa Specs: 4-Door Sedan I4 Automatic 1.6,i4,i,4,1.6,107,111
23701,2011 Nissan Versa Specs: 5-Door HB I4 Manual 1.8 S,i4,i,4,1.8,122,127
23702,2011 Nissan Versa Specs: 5-Door HB I4 CVT 1.8 SL,i4,i,4,1.8,122,127
23703,2011 Nissan Versa Specs: 5-Door HB I4 Automatic 1.8 S,i4,i,4,1.8,122,127
23704,2011 Nissan Versa Specs: 4-Door Sedan I4 Manual 1.8 S,i4,i,4,1.8,122,127
23705,2011 Nissan Versa Specs: 4-Door Sedan I4 Manual 1.6 Base,i4,i,4,1.6,107,111
23706,2011 Nissan Versa Specs: 4-Door Sedan I4 Manual 1.6,i4,i,4,1.6,107,111
23707,2011 Nissan Versa Specs: 4-Door Sedan I4 Automatic 1.8 SL,i4,i,4,1.8,122,127
23708,2011 Nissan Versa Specs: 4-Door Sedan I4 Automatic 1.8 S,i4,i,4,1.8,122,127
23744,2019 Nissan Sentra Specs: NISMO CVT,i4,i,4,1.6,188,177
23745,2019 Nissan Sentra Specs: S Manual,i4,i,4,1.8,130,128
23746,2019 Nissan Sentra Specs: NISMO Manual,i4,i,4,1.6,188,177
23747,2019 Nissan Sentra Specs: SV CVT,i4,i,4,1.8,124,125
23748,2019 Nissan Sentra Specs: SR Turbo CVT,i4,i,4,1.6,188,177
23749,2019 Nissan Sentra Specs: SR CVT,i4,i,4,1.8,124,125
23750,2019 Nissan Sentra Specs: SL CVT,i4,i,4,1.8,124,125
23751,2019 Nissan Sentra Specs: S CVT,i4,i,4,1.8,124,125
23752,2018 Nissan Sentra Specs: NISMO CVT,i4,i,4,1.6,188,177
23753,2018 Nissan Sentra Specs: SR Turbo Manual,i4,i,4,1.6,188,177
23754,2018 Nissan Sentra Specs: S Manual,i4,i,4,1.8,130,128
23755,2018 Nissan Sentra Specs: NISMO Manual,i4,i,4,1.6,188,177
23756,2018 Nissan Sentra Specs: SV CVT,i4,i,4,1.8,124,125
23757,2018 Nissan Sentra Specs: SR Turbo CVT,i4,i,4,1.6,188,177
23758,2018 Nissan Sentra Specs: SR CVT,i4,i,4,1.8,124,125
23759,2018 Nissan Sentra Specs: SL CVT,i4,i,4,1.8,124,125
23760,2018 Nissan Sentra Specs: S CVT,i4,i,4,1.8,124,125
23761,2016 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ S,i4,i,4,1.8,130,128
23762,2016 Nissan Sentra Specs: 4-Door Sedan I4 Manual S,i4,i,4,1.8,130,128
23763,2016 Nissan Sentra Specs: 4-Door Sedan I4 CVT SV,i4,i,4,1.8,130,128
23764,2016 Nissan Sentra Specs: 4-Door Sedan I4 CVT SR,i4,i,4,1.8,130,128
23765,2016 Nissan Sentra Specs: 4-Door Sedan I4 CVT SL,i4,i,4,1.8,130,128
23766,2016 Nissan Sentra Specs: 4-Door Sedan I4 CVT S,i4,i,4,1.8,130,128
23767,2015 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ S,i4,i,4,1.8,124,125
23768,2015 Nissan Sentra Specs: 4-Door Sedan I4 Manual S,i4,i,4,1.8,130,128
23769,2015 Nissan Sentra Specs: 4-Door Sedan I4 CVT SV,i4,i,4,1.8,130,128
23770,2015 Nissan Sentra Specs: 4-Door Sedan I4 CVT SR,i4,i,4,1.8,130,128
23771,2015 Nissan Sentra Specs: 4-Door Sedan I4 CVT SL,i4,i,4,1.8,130,128
23772,2015 Nissan Sentra Specs: 4-Door Sedan I4 CVT S,i4,i,4,1.8,130,128
23773,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ S,i4,i,4,1.8,130,128
23774,2014 Nissan Sentra Specs: 4-Door Sedan I4 Manual S,i4,i,4,1.8,130,128
23775,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT SV,i4,i,4,1.8,130,128
23776,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT SR,i4,i,4,1.8,130,128
23777,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT SL,i4,i,4,1.8,130,128
23778,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT S,i4,i,4,1.8,130,128
23779,2014 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ SV,i4,i,4,1.8,130,128
23780,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ S,i4,i,4,1.8,130,128
23781,2013 Nissan Sentra Specs: 4-Door Sedan I4 Manual S,i4,i,4,1.8,130,128
23782,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT SV,i4,i,4,1.8,130,128
23783,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT SR,i4,i,4,1.8,130,128
23784,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT SL,i4,i,4,1.8,130,128
23785,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT S,i4,i,4,1.8,130,128
23786,2013 Nissan Sentra Specs: 4-Door Sedan I4 CVT FE+ SV,i4,i,4,1.8,130,128
23787,2012 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23788,2012 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23789,2012 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0,i4,i,4,2.0,140,147
23790,2012 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23791,2012 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SR,i4,i,4,2.0,140,147
23792,2012 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23793,2012 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23794,2011 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23795,2011 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23796,2011 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0,i4,i,4,2.0,140,147
23797,2011 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23798,2011 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SR,i4,i,4,2.0,140,147
23799,2011 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23800,2011 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23801,2010 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23802,2010 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23803,2010 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0,i4,i,4,2.0,140,147
23804,2010 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23805,2010 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SR,i4,i,4,2.0,140,147
23806,2010 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23807,2010 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23808,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23809,2009 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23810,2009 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0 S,i4,i,4,2.0,140,147
23811,2009 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0,i4,i,4,2.0,140,147
23812,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23813,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SR FE+,i4,i,4,2.0,140,147
23814,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL FE+,i4,i,4,2.0,140,147
23815,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23816,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S FE+,i4,i,4,2.0,140,147
23817,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23818,2009 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 FE+,i4,i,4,2.0,140,147
23819,2008 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23820,2008 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23821,2008 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0 S,i4,i,4,2.0,140,147
23822,2008 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23823,2008 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23824,2008 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23825,2007 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0,i4,i,4,2.0,140,147
23826,2007 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,200,180
23827,2007 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0 S,i4,i,4,2.0,140,147
23828,2007 Nissan Sentra Specs: 4-Door Sedan I4 Manual 2.0,i4,i,4,2.0,140,147
23829,2007 Nissan Sentra Specs: 4-Door Sedan I4 CVT SE-R,i4,i,4,2.5,177,172
23830,2007 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 SL,i4,i,4,2.0,140,147
23831,2007 Nissan Sentra Specs: 4-Door Sedan I4 CVT 2.0 S,i4,i,4,2.0,140,147
23832,2006 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8,i4,i,4,1.8,126,129
23833,2006 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V,i4,i,4,2.5,175,180
23834,2006 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8 S,i4,i,4,1.8,126,129
23835,2006 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8,i4,i,4,1.8,126,129
23836,2006 Nissan Sentra Specs: 4-Door Sedan I4 Automatic SE-R,i4,i,4,2.5,165,175
23837,2006 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8 S,i4,i,4,1.8,126,129
23838,2005 Nissan Sentra Specs: 4-Door Sedan I4 Automatic SE-R LEV,i4,i,4,2.5,165,175
23839,2005 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8 S ULEV,i4,i,4,1.8,126,129
23840,2005 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8 ULEV,i4,i,4,1.8,126,129
23841,2005 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8 S SULEV,i4,i,4,1.8,126,129
23842,2005 Nissan Sentra Specs: 4-Door Sedan I4 Manual 1.8 SULEV,i4,i,4,1.8,126,129
23843,2005 Nissan Sentra Specs: 4-Door Sedan I4 Manual SE-R Spec V LEV,i4,i,4,2.5,175,180
23844,2005 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8 S ULEV,i4,i,4,1.8,126,129
23845,2005 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8 ULEV,i4,i,4,1.8,126,129
23846,2005 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8 S SULEV,i4,i,4,1.8,126,129
23847,2005 Nissan Sentra Specs: 4-Door Sedan I4 Automatic 1.8 SULEV,i4,i,4,1.8,126,129
23848,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 Automatic SULEV,i4,i,4,1.8,126,129
23849,2004 Nissan Sentra Specs: 4-Door Sedan SE-R Spec V Manual LEV,i4,i,4,2.5,175,180
23850,2004 Nissan Sentra Specs: 4-Door Sedan SE-R Automatic ULEV,i4,i,4,2.5,165,175
23851,2004 Nissan Sentra Specs: 4-Door Sedan SE-R Automatic LEV,i4,i,4,2.5,165,175
23852,2004 Nissan Sentra Specs: 4-Door Sedan 2.5 S Automatic ULEV,i4,i,4,2.5,165,175
23853,2004 Nissan Sentra Specs: 4-Door Sedan 2.5 S Automatic LEV,i4,i,4,2.5,165,175
23854,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 S Manual ULEV,i4,i,4,1.8,126,129
23855,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 Manual ULEV,i4,i,4,1.8,126,129
23856,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 S Manual SULEV,i4,i,4,1.8,126,129
23857,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 Manual SULEV,i4,i,4,1.8,126,129
23858,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 S Automatic ULEV,i4,i,4,1.8,126,129
23859,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 Automatic ULEV,i4,i,4,1.8,126,129
23860,2004 Nissan Sentra Specs: 4-Door Sedan 1.8 S Automatic SULEV,i4,i,4,1.8,126,129
23861,2003 Nissan Sentra Specs: 4-Door Sedan GXE Automatic,i4,i,4,1.8,126,129
23862,2003 Nissan Sentra Specs: 4-Door Sedan XE Manual,i4,i,4,1.8,126,129
23863,2003 Nissan Sentra Specs: 4-Door Sedan SE-R Spec V Manual,i4,i,4,2.5,175,180
23864,2003 Nissan Sentra Specs: 4-Door Sedan SE-R Manual,i4,i,4,2.5,165,175
23865,2003 Nissan Sentra Specs: 4-Door Sedan GXE Manual,i4,i,4,1.8,126,129
23866,2003 Nissan Sentra Specs: 4-Door Sedan XE Automatic,i4,i,4,1.8,126,129
23867,2003 Nissan Sentra Specs: 4-Door Sedan SE-R Automatic,i4,i,4,2.5,165,175
23868,2003 Nissan Sentra Specs: 4-Door Sedan Limited Edition Automatic,i4,i,4,2.5,165,175
23869,2002 Nissan Sentra Specs: 4-Door Sedan CA Automatic,i4,i,4,1.8,126,129
23870,2002 Nissan Sentra Specs: 4-Door Sedan XE Manual,i4,i,4,1.8,126,129
23871,2002 Nissan Sentra Specs: 4-Door Sedan SE-R Spec V Manual,i4,i,4,2.5,175,180
23872,2002 Nissan Sentra Specs: 4-Door Sedan SE-R Manual,i4,i,4,2.5,165,175
23873,2002 Nissan Sentra Specs: 4-Door Sedan GXE Manual,i4,i,4,1.8,126,129
23874,2002 Nissan Sentra Specs: 4-Door Sedan XE Automatic,i4,i,4,1.8,126,129
23875,2002 Nissan Sentra Specs: 4-Door Sedan SE-R Automatic,i4,i,4,2.5,165,175
23876,2002 Nissan Sentra Specs: 4-Door Sedan GXE Automatic,i4,i,4,1.8,126,129
23877,2001 Nissan Sentra Specs: 4-Door Sedan GXE Automatic,i4,i,4,1.8,126,129
23878,2001 Nissan Sentra Specs: 4-Door Sedan XE Manual,i4,i,4,1.8,126,129
23879,2001 Nissan Sentra Specs: 4-Door Sedan SE Manual,i4,i,4,2.0,145,136
23880,2001 Nissan Sentra Specs: 4-Door Sedan GXE Manual,i4,i,4,1.8,126,129
23881,2001 Nissan Sentra Specs: 4-Door Sedan XE Automatic,i4,i,4,1.8,126,129
23882,2001 Nissan Sentra Specs: 4-Door Sedan SE Automatic,i4,i,4,2.0,145,136
23883,2000 Nissan Sentra Specs: 4-Door Sedan GXE Automatic,i4,i,4,1.8,126,129
23884,2000 Nissan Sentra Specs: 4-Door Sedan XE Manual,i4,i,4,1.8,126,129
23885,2000 Nissan Sentra Specs: 4-Door Sedan SE Manual,i4,i,4,2.0,145,136
23886,2000 Nissan Sentra Specs: 4-Door Sedan GXE Manual,i4,i,4,1.8,126,129
23887,2000 Nissan Sentra Specs: 4-Door Sedan CA Automatic,i4,i,4,1.8,126,129
23888,2000 Nissan Sentra Specs: 4-Door Sedan XE Automatic,i4,i,4,1.8,126,129
23889,2000 Nissan Sentra Specs: 4-Door Sedan SE Automatic,i4,i,4,2.0,145,136
23890,1999 Nissan Sentra Specs: 4-Door Sedan GXE Automatic,i4,i,4,1.6,115,108
